account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,customer_status,tenure_days,tenure_months,total_subscriptions,active_subscriptions,churned_subscriptions,total_mrr,total_arr,mrr_per_seat,total_upgrades,total_downgrades,upgrade_rate,downgrade_rate,auto_renew_subscriptions,auto_renew_rate,usage_events,total_usage,total_duration_secs,total_errors,features_used,total_tickets,avg_resolution_hours,avg_first_response_minutes,avg_satisfaction,escalated_tickets,escalation_rate,total_churn_events,total_refund,reactivation_events,retention_priority_score,retention_priority,priority_reason
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,Active,399,13.1,15,13,2,12125,145500,1515.625,1,1,0.06666666666666667,0.06666666666666667,10,0.6666666666666666,64,605,183355,45,34,3.0,33.0,50.666666666666664,5.0,1.0,0.3333333333333333,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,Active,299,9.8,9,8,1,14279,171348,839.9411764705883,0,0,0.0,0.0,6,0.6666666666666666,49,487,150663,33,31,3.0,42.666666666666664,86.33333333333333,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,Active,271,8.9,9,8,1,28130,337560,485.0,1,1,0.1111111111111111,0.1111111111111111,7,0.7777777777777778,44,456,143313,21,27,6.0,44.333333333333336,116.83333333333333,3.5,1.0,0.16666666666666666,0.0,0.0,0.0,2,Priority,Support Escalation
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,Churned,215,7.1,6,4,2,18500,222000,1321.4285714285713,0,0,0.0,0.0,6,1.0,21,202,73161,9,19,6.0,43.5,89.0,4.333333333333333,0.0,0.0,4.0,99.38000000000001,0.0,0,Monitor,No Major Risk Signal
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,Active,56,1.8,8,7,1,16307,195684,397.7317073170732,0,2,0.0,0.25,6,0.75,42,405,118945,36,24,3.0,11.0,78.0,3.0,0.0,0.0,2.0,0.0,1.0,0,Monitor,No Major Risk Signal
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,Active,240,7.9,12,11,1,41641,499692,1810.4782608695652,1,0,0.08333333333333333,0.0,7,0.5833333333333334,59,587,185616,38,27,4.0,30.75,59.75,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,Active,1,0.0,13,11,2,33491,401892,11163.666666666666,1,0,0.07692307692307693,0.0,13,1.0,62,582,162411,48,32,5.0,31.4,90.4,4.0,1.0,0.2,1.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,Active,108,3.5,12,12,0,24489,293868,2226.2727272727275,1,1,0.08333333333333333,0.08333333333333333,10,0.8333333333333334,65,680,205877,45,33,4.0,47.25,83.25,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,Churned,82,2.7,5,5,0,31416,376992,616.0,1,0,0.2,0.0,3,0.6,33,326,106943,22,23,3.0,42.333333333333336,76.66666666666667,3.5,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,Churned,119,3.9,8,8,0,44322,531864,534.0,2,0,0.25,0.0,8,1.0,40,414,145878,24,31,2.0,48.5,85.0,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,High Revenue
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,Active,290,9.5,7,7,0,40525,486300,810.5,1,1,0.14285714285714285,0.14285714285714285,7,1.0,42,430,108408,22,22,4.0,42.25,78.25,3.75,0.0,0.0,1.0,64.98,0.0,2,Priority,High Revenue
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,Churned,64,2.1,7,6,1,18926,227112,1113.2941176470588,0,1,0.0,0.14285714285714285,4,0.5714285714285714,33,339,115488,10,25,8.0,29.125,111.5,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,Churned,268,8.8,10,10,0,12244,146928,1530.5,1,1,0.1,0.1,4,0.4,56,586,161188,28,28,5.0,42.2,107.4,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,Active,305,10.0,5,4,1,7507,90084,938.375,0,1,0.0,0.2,3,0.6,28,309,100420,11,21,5.0,34.8,79.4,4.333333333333333,1.0,0.2,3.0,18.81,2.0,2,Priority,Support Escalation
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,Active,469,15.4,8,8,0,13325,159900,266.5,0,0,0.0,0.0,7,0.875,41,436,142933,34,27,4.0,32.0,55.25,4.5,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,Active,637,20.9,7,6,1,21930,263160,843.4615384615385,1,0,0.14285714285714285,0.0,6,0.8571428571428571,42,416,127197,17,26,5.0,38.6,51.0,4.0,0.0,0.0,2.0,88.27,0.0,2,Priority,Long Tenure
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,Churned,349,11.5,12,12,0,23942,287304,1995.1666666666667,0,1,0.0,0.08333333333333333,11,0.9166666666666666,49,512,153943,21,29,6.0,29.166666666666668,83.16666666666667,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,Active,155,5.1,12,10,2,29433,353196,2264.076923076923,1,1,0.08333333333333333,0.08333333333333333,11,0.9166666666666666,70,708,203309,40,32,4.0,33.0,101.25,3.75,1.0,0.25,2.0,4.03,0.0,4,Critical,High Revenue + Support Escalation
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,Active,49,1.6,11,10,1,20664,247968,2296.0,1,2,0.09090909090909091,0.18181818181818182,10,0.9090909090909091,63,595,172726,44,32,4.0,32.75,35.5,4.0,0.0,0.0,4.0,147.54999999999998,1.0,0,Monitor,No Major Risk Signal
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,Churned,116,3.8,16,14,2,24062,288744,24062.0,4,0,0.25,0.0,13,0.8125,63,618,195039,29,28,8.0,29.25,49.0,4.4,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,Active,513,16.9,8,8,0,46912,562944,733.0,1,3,0.125,0.375,6,0.75,53,510,164068,47,26,7.0,41.714285714285715,129.57142857142858,4.4,0.0,0.0,0.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,Active,372,12.2,8,7,1,13310,159720,13310.0,2,0,0.25,0.0,7,0.875,37,384,146093,28,25,4.0,29.25,91.0,3.0,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,Active,499,16.4,13,12,1,20293,243516,1127.388888888889,0,2,0.0,0.15384615384615385,11,0.8461538461538461,69,722,216880,34,34,3.0,24.0,83.0,0.0,0.0,0.0,3.0,58.37,0.0,2,Priority,Long Tenure
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,Active,39,1.3,7,7,0,10299,123588,2574.75,0,0,0.0,0.0,6,0.8571428571428571,36,348,103023,19,22,1.0,53.0,19.0,0.0,0.0,0.0,1.0,6.6,0.0,0,Monitor,No Major Risk Signal
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,Active,546,17.9,16,15,1,22933,275196,5733.25,1,0,0.0625,0.0,13,0.8125,71,722,206401,31,37,6.0,43.5,80.5,4.333333333333333,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,Active,371,12.2,6,5,1,12567,150804,785.4375,0,0,0.0,0.0,5,0.8333333333333334,30,273,88751,18,21,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,Active,57,1.9,18,16,2,34198,410376,2849.8333333333335,2,0,0.1111111111111111,0.0,15,0.8333333333333334,80,773,240908,43,34,3.0,25.666666666666668,86.33333333333333,4.0,0.0,0.0,2.0,0.0,0.0,2,Priority,High Revenue
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,Churned,187,6.1,11,9,2,21770,261240,2177.0,0,1,0.0,0.09090909090909091,8,0.7272727272727273,54,503,147590,19,26,2.0,63.0,49.5,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,Active,569,18.7,11,11,0,16168,194016,4042.0,0,1,0.0,0.09090909090909091,10,0.9090909090909091,56,607,183498,39,28,5.0,37.4,72.0,5.0,0.0,0.0,3.0,0.0,0.0,2,Priority,Long Tenure
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,Active,120,3.9,11,10,1,11893,142716,1321.4444444444443,0,0,0.0,0.0,10,0.9090909090909091,54,529,141489,38,32,5.0,48.4,72.4,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,Churned,98,3.2,5,5,0,6797,81564,679.7,0,1,0.0,0.2,5,1.0,27,299,98740,14,25,2.0,28.0,61.5,4.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,Churned,53,1.7,15,14,1,16984,203808,679.36,0,0,0.0,0.0,12,0.8,64,633,185462,39,32,4.0,31.25,93.75,3.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,Active,451,14.8,16,13,3,18559,222708,3711.8,3,1,0.1875,0.0625,12,0.75,70,714,186370,54,30,5.0,49.0,76.4,4.0,0.0,0.0,3.0,0.0,0.0,2,Priority,Long Tenure
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,Active,290,9.5,3,3,0,1695,20340,1695.0,0,0,0.0,0.0,3,1.0,15,141,23149,5,12,3.0,29.333333333333332,71.33333333333333,4.5,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,Active,191,6.3,12,11,1,20042,240504,6680.666666666667,0,0,0.0,0.0,10,0.8333333333333334,68,703,220928,36,36,1.0,45.0,37.0,4.0,0.0,0.0,3.0,6.2,1.0,0,Monitor,No Major Risk Signal
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,Active,674,22.1,4,4,0,2919,35028,1459.5,1,0,0.25,0.0,4,1.0,14,139,43097,10,12,7.0,20.0,67.57142857142857,4.8,0.0,0.0,2.0,0.0,1.0,2,Priority,Long Tenure
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,Active,469,15.4,5,5,0,21022,252264,553.2105263157895,0,0,0.0,0.0,3,0.6,24,230,60120,13,19,2.0,31.5,21.5,3.0,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,Active,290,9.5,11,11,0,24398,292776,1109.0,1,1,0.09090909090909091,0.09090909090909091,8,0.7272727272727273,49,502,154668,29,32,2.0,24.5,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,Churned,495,16.3,9,8,1,19402,232824,431.15555555555557,3,0,0.3333333333333333,0.0,7,0.7777777777777778,41,420,144249,14,27,7.0,40.42857142857143,96.57142857142857,3.6666666666666665,0.0,0.0,1.0,5.27,0.0,2,Priority,Long Tenure
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,Churned,324,10.6,14,12,2,28328,339936,7082.0,0,0,0.0,0.0,13,0.9285714285714286,61,583,165997,33,32,4.0,49.25,56.75,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,Active,410,13.5,10,9,1,11390,136680,670.0,1,0,0.1,0.0,9,0.9,47,487,160804,26,28,4.0,30.0,102.25,3.0,0.0,0.0,2.0,168.73,0.0,2,Priority,Long Tenure
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,Active,75,2.5,3,3,0,8058,96696,237.0,0,0,0.0,0.0,1,0.3333333333333333,18,208,59894,9,18,8.0,33.875,120.875,4.2,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,Active,398,13.1,14,13,1,38191,458292,4243.444444444444,3,0,0.21428571428571427,0.0,13,0.9285714285714286,63,627,189235,29,36,4.0,40.0,63.25,4.666666666666667,1.0,0.25,1.0,99.94,0.0,6,Critical,High Revenue + Long Tenure + Support Escalation
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,Active,24,0.8,9,8,1,13594,163128,715.4736842105264,1,0,0.1111111111111111,0.0,7,0.7777777777777778,56,527,158149,28,31,4.0,28.0,122.25,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,Active,284,9.3,9,8,1,18168,218016,1651.6363636363637,1,0,0.1111111111111111,0.0,8,0.8888888888888888,46,447,110514,40,29,4.0,36.75,90.5,4.666666666666667,0.0,0.0,2.0,78.87,0.0,0,Monitor,No Major Risk Signal
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,Active,413,13.6,10,10,0,33506,402072,1196.642857142857,3,0,0.3,0.0,9,0.9,51,514,143734,27,32,4.0,31.75,106.25,4.0,0.0,0.0,1.0,21.17,0.0,4,Critical,High Revenue + Long Tenure
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,Active,208,6.8,15,13,2,20039,240468,1541.4615384615386,0,1,0.0,0.06666666666666667,8,0.5333333333333333,86,857,277347,64,37,7.0,17.714285714285715,58.57142857142857,4.5,1.0,0.14285714285714285,1.0,0.0,0.0,2,Priority,Support Escalation
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,Active,371,12.2,8,6,2,30546,366552,2776.909090909091,0,0,0.0,0.0,8,1.0,38,410,147068,18,25,5.0,41.4,87.8,4.0,0.0,0.0,2.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,Active,528,17.3,15,14,1,17493,209916,1166.2,2,0,0.13333333333333333,0.0,13,0.8666666666666667,76,833,243699,26,35,2.0,27.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,Active,87,2.9,11,9,2,6252,75024,2084.0,0,0,0.0,0.0,11,1.0,55,531,166970,39,33,7.0,28.857142857142858,102.85714285714286,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,Active,271,8.9,6,5,1,11852,142224,846.5714285714286,3,0,0.5,0.0,4,0.6666666666666666,15,143,43699,13,13,3.0,41.333333333333336,79.33333333333333,3.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,Churned,88,2.9,11,9,2,24907,298884,24907.0,3,0,0.2727272727272727,0.0,11,1.0,59,565,172626,26,28,5.0,21.8,66.2,4.0,1.0,0.2,0.0,0.0,0.0,2,Priority,Support Escalation
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,Active,278,9.1,12,11,1,30524,366288,1795.5294117647059,0,0,0.0,0.0,9,0.75,66,644,189514,40,35,7.0,25.571428571428573,62.285714285714285,3.6,1.0,0.14285714285714285,0.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,Active,370,12.2,8,8,0,12747,152964,607.0,0,1,0.0,0.125,6,0.75,48,500,137958,32,31,9.0,35.666666666666664,83.44444444444444,3.8,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,Active,692,22.7,9,9,0,11902,142824,11902.0,1,0,0.1111111111111111,0.0,7,0.7777777777777778,32,337,87045,13,24,4.0,27.5,101.25,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,Active,70,2.3,10,10,0,35424,425088,864.0,1,0,0.1,0.0,8,0.8,43,439,133397,21,26,3.0,57.0,172.33333333333334,4.0,0.0,0.0,0.0,0.0,0.0,2,Priority,High Revenue
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,Active,257,8.4,7,6,1,11825,141900,563.0952380952381,3,0,0.42857142857142855,0.0,6,0.8571428571428571,45,401,122954,26,29,7.0,26.714285714285715,96.28571428571429,4.333333333333333,0.0,0.0,1.0,101.23,0.0,0,Monitor,No Major Risk Signal
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,Active,145,4.8,6,6,0,10312,123744,1031.2,1,0,0.16666666666666666,0.0,3,0.5,32,347,104442,21,20,1.0,25.0,115.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,Active,576,18.9,9,9,0,5142,61704,5142.0,1,0,0.1111111111111111,0.0,8,0.8888888888888888,45,444,142589,19,26,3.0,34.666666666666664,79.33333333333333,5.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,Active,644,21.2,8,5,3,3222,38664,3222.0,0,0,0.0,0.0,7,0.875,38,380,93251,16,28,3.0,28.666666666666668,92.0,3.0,0.0,0.0,3.0,242.55,1.0,2,Priority,Long Tenure
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,Active,6,0.2,5,5,0,11003,132036,1222.5555555555557,0,0,0.0,0.0,4,0.8,25,268,65581,16,20,5.0,34.2,113.6,3.6,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,Active,106,3.5,12,11,1,18147,217764,725.88,1,0,0.08333333333333333,0.0,10,0.8333333333333334,65,663,188047,38,31,1.0,68.0,117.0,5.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,Active,312,10.2,11,10,1,13107,157284,1092.25,1,1,0.09090909090909091,0.09090909090909091,8,0.7272727272727273,42,420,122432,14,25,2.0,53.0,109.5,5.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,Churned,68,2.2,5,4,1,13028,156336,501.0769230769231,0,0,0.0,0.0,5,1.0,19,189,65006,6,15,3.0,34.333333333333336,60.0,4.0,0.0,0.0,2.0,178.84,0.0,0,Monitor,No Major Risk Signal
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,Churned,36,1.2,10,10,0,16351,196212,2725.1666666666665,2,0,0.2,0.0,8,0.8,45,465,128809,32,29,4.0,34.5,81.75,4.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,Active,389,12.8,12,12,0,29320,351840,2255.3846153846152,2,0,0.16666666666666666,0.0,11,0.9166666666666666,54,551,170966,26,32,2.0,44.5,139.0,5.0,0.0,0.0,2.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,Churned,413,13.6,13,11,2,18132,217584,625.2413793103449,2,0,0.15384615384615385,0.0,10,0.7692307692307693,69,660,190076,30,33,7.0,52.57142857142857,89.42857142857143,3.6666666666666665,1.0,0.14285714285714285,0.0,0.0,0.0,4,Critical,Long Tenure + Support Escalation
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,Active,158,5.2,9,7,2,15181,182172,583.8846153846154,3,0,0.3333333333333333,0.0,8,0.8888888888888888,37,363,111108,26,26,5.0,27.0,59.2,4.0,0.0,0.0,1.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,Active,44,1.4,4,4,0,15081,180972,1371.0,1,0,0.25,0.0,3,0.75,20,211,62349,16,17,4.0,45.75,55.0,4.0,0.0,0.0,2.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,Active,360,11.8,12,12,0,32574,390888,1017.9375,2,1,0.16666666666666666,0.08333333333333333,10,0.8333333333333334,62,612,176628,36,33,3.0,41.0,91.0,3.5,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,Churned,381,12.5,12,11,1,42999,515988,2529.3529411764707,2,0,0.16666666666666666,0.0,10,0.8333333333333334,68,631,181302,34,32,6.0,41.666666666666664,88.83333333333333,4.0,0.0,0.0,1.0,68.99,0.0,4,Critical,High Revenue + Long Tenure
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,Active,651,21.4,7,6,1,26705,320460,545.0,1,1,0.14285714285714285,0.14285714285714285,6,0.8571428571428571,38,352,97381,11,25,4.0,43.75,100.25,4.0,0.0,0.0,1.0,0.0,0.0,2,Priority,Long Tenure
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,Active,178,5.8,4,4,0,10945,131340,995.0,0,0,0.0,0.0,4,1.0,18,185,75595,15,16,2.0,57.5,128.5,0.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,Active,596,19.6,10,9,1,30688,368256,748.4878048780488,1,0,0.1,0.0,10,1.0,50,488,143502,33,27,2.0,43.5,136.5,3.0,0.0,0.0,3.0,0.0,1.0,4,Critical,High Revenue + Long Tenure
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,Active,21,0.7,9,9,0,16520,198240,786.6666666666666,0,1,0.0,0.1111111111111111,9,1.0,46,481,126424,17,24,2.0,36.5,78.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,Active,282,9.3,10,9,1,15217,182604,3043.4,1,0,0.1,0.0,9,0.9,46,474,171153,20,27,7.0,27.714285714285715,86.14285714285714,4.2,1.0,0.14285714285714285,2.0,0.0,0.0,2,Priority,Support Escalation
A-4814a3,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,Churned,105,3.4,11,10,1,87957,1055484,1011.0,2,1,0.18181818181818182,0.09090909090909091,8,0.7272727272727273,60,587,168767,45,35,4.0,18.75,97.0,4.0,1.0,0.25,1.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-b7b7b7,Company_338,FinTech,US,2024-06-30,event,Basic,24,False,Churned,184,6.0,12,12,0,28558,342696,1189.9166666666667,1,0,0.08333333333333333,0.0,11,0.9166666666666666,55,571,166390,26,31,3.0,17.0,99.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Monitor,No Major Risk Signal
A-ccc747,Company_339,HealthTech,FR,2024-01-12,event,Pro,16,False,Churned,354,11.6,6,5,1,4812,57744,300.75,2,0,0.3333333333333333,0.0,2,0.3333333333333333,30,284,89582,13,23,4.0,32.25,83.25,5.0,1.0,0.25,3.0,104.25,0.0,4,Critical,Long Tenure + Support Escalation
A-bb3bd4,Company_340,HealthTech,US,2024-01-27,ads,Basic,23,False,Active,339,11.1,7,7,0,7452,89424,324.0,2,0,0.2857142857142857,0.0,7,1.0,30,315,93609,11,18,11.0,32.72727272727273,106.36363636363636,4.142857142857143,0.0,0.0,2.0,0.0,0.0,2,Priority,Long Tenure
A-09316c,Company_341,FinTech,AU,2024-09-11,organic,Enterprise,70,False,Active,111,3.6,11,11,0,70000,840000,1000.0,2,0,0.18181818181818182,0.0,10,0.9090909090909091,54,566,149461,31,28,4.0,54.75,106.25,3.75,1.0,0.25,1.0,0.0,0.0,4,Critical,High Revenue + Support Escalation
A-96bbc6,Company_342,Cybersecurity,US,2024-05-07,organic,Enterprise,39,False,Active,238,7.8,8,8,0,30426,365112,780.1538461538462,3,1,0.375,0.125,7,0.875,49,482,152806,25,30,3.0,51.333333333333336,67.0,3.3333333333333335,0.0,0.0,3.0,125.6,1.0,2,Priority,High Revenue
A-bc4d48,Company_343,EdTech,US,2024-06-12,ads,Pro,35,True,Active,202,6.6,7,7,0,12390,148680,354.0,1,0,0.14285714285714285,0.0,4,0.5714285714285714,32,321,89391,9,24,6.0,41.166666666666664,65.83333333333333,4.2,1.0,0.16666666666666666,0.0,0.0,0.0,2,Priority,Support Escalation
A-b30291,Company_344,HealthTech,US,2024-04-05,event,Basic,5,True,Churned,270,8.9,10,9,1,5375,64500,1075.0,0,0,0.0,0.0,10,1.0,48,519,161097,31,26,1.0,16.0,1.0,0.0,0.0,0.0,1.0,277.54,0.0,0,Monitor,No Major Risk Signal
A-cdf020,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,Active,503,16.5,8,5,3,18072,216864,785.7391304347826,2,0,0.25,0.0,6,0.75,40,379,119522,18,25,4.0,29.5,39.25,4.0,0.0,0.0,2.0,105.26,1.0,2,Priority,Long Tenure
A-e6afc1,Company_346,DevTools,US,2023-02-24,ads,Pro,1,False,Active,676,22.2,11,11,0,22582,270984,22582.0,0,0,0.0,0.0,9,0.8181818181818182,71,679,196287,30,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Priority,Long Tenure
A-e3bd71,Company_347,Cybersecurity,US,2023-03-25,partner,Basic,31,False,Active,647,21.3,11,10,1,41630,499560,1342.9032258064517,1,1,0.09090909090909091,0.09090909090909091,8,0.7272727272727273,61,638,187024,27,32,4.0,30.25,119.0,4.0,0.0,0.0,1.0,0.0,0.0,4,Critical,High Revenue + Long Tenure
